customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
15393,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes
15394,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
15395,Yes,No,Fiber optic,No,No,No,Yes,No,No
15396,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
15397,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes
15398,Yes,No,DSL,No,Yes,No,Yes,No,No
15399,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No
15400,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
15401,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
15402,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service
15403,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
15404,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes
15405,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service
15406,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service
15407,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
15408,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
15409,Yes,No,DSL,No,No,No,No,Yes,Yes
15410,Yes,No,Fiber optic,No,No,No,No,No,Yes
15411,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes
15412,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
15413,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service
15414,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
15415,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
15416,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
15417,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes
15418,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
15419,Yes,No,Fiber optic,No,No,No,No,No,No
15420,No,Yes,Fiber optic,No,No,No,No,No,No
15421,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes
15422,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service
15423,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
15424,Yes,Yes,DSL,No,Yes,No,No,No,No
15425,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes
15426,Yes,Yes,Fiber optic,No,No,No,No,No,No
15427,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes
15428,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
15429,Yes,No,Fiber optic,No,No,No,No,No,No
15430,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes
15431,Yes,No,Fiber optic,No,No,No,No,No,No
15432,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
15433,Yes,Yes,DSL,No,No,No,Yes,Yes,No
15434,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes
15435,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
15436,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes
15437,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes
15438,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service
15439,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service
15440,Yes,Yes,DSL,No,Yes,Yes,No,No,No
15441,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service
15442,Yes,No,Fiber optic,No,No,No,No,No,No internet service
15443,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
15444,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
15445,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
15446,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No
15447,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
15448,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes
15449,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
15450,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
15451,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
15452,Yes,No,No,No,No,No,Yes,No,Yes
15453,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes
15454,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
15455,Yes,Yes,DSL,No,Yes,No,No,No,Yes
15456,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
15457,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
15458,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
15459,Yes,No,Fiber optic,No,No,No,No,No,No
15460,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service
15461,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes
15462,Yes,No,DSL,No,No,Yes,Yes,Yes,No
15463,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes
15464,Yes,Yes,DSL,No,No,Yes,No,No,No
15465,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
15466,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
15467,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
15468,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
15469,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
15470,Yes,No,Fiber optic,No,No,No,No,No,No
15471,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
15472,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
15473,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
15474,Yes,No,No,No,Yes,No,Yes,No,No
15475,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
15476,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No
15477,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
15478,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
15479,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes
15480,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
15481,Yes,No,DSL,No,No,No,No,No,No
15482,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,Yes
15483,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes
15484,Yes,Yes,Fiber optic,No,No,No,No,No,No
15485,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes
15486,Yes,No phone service,Fiber optic,No,No,No,No,No,No
15487,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
15488,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes
15489,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
15490,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
15491,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
15492,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
15493,Yes,No,Fiber optic,No,No,No,No,No,No
15494,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
15495,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
15496,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes
15497,Yes,Yes,Fiber optic,No,No,No,No,No,No
15498,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
15499,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
15500,Yes,Yes,Fiber optic,No,No,No,No,No,No
15501,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service
15502,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
15503,Yes,Yes,DSL,No,No,No,No,Yes,No
15504,Yes,Yes,DSL,No,Yes,No,No,No,No
15505,Yes,No,Fiber optic,No,No,No,No,No,No
15506,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
15507,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
15508,Yes,Yes,DSL,No,No,No internet service,No,No,Yes
15509,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
15510,Yes,Yes,DSL,No,Yes,No,No,No,No
15511,Yes,Yes,DSL,No,No,No,No,Yes,No
15512,Yes,Yes,Fiber optic,No,No,No,No,No,No
15513,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
15514,Yes,No phone service,Fiber optic,No,No,No,No,No,No
15515,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
15516,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
15517,No,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No
15518,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes
15519,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
15520,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes
15521,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
15522,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No internet service
15523,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,No internet service
15524,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes
15525,Yes,Yes,DSL,No,No,No,No,No,No
15526,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
15527,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No
15528,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes
15529,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
15530,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
15531,Yes,No,DSL,No,Yes,Yes,No,No,Yes
15532,Yes,No,Fiber optic,No,No,No,No,Yes,No
15533,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
15534,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes
15535,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
15536,Yes,No,Fiber optic,No,No,No,No,No,No
15537,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service
15538,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No internet service
15539,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No
15540,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
15541,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes
15542,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes
15543,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
15544,No,No,DSL,Yes,No internet service,Yes,No,Yes,Yes
15545,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes
15546,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes
15547,Yes,Yes,DSL,Yes,No,No,No,No,Yes
15548,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes
15549,Yes,No,DSL,No,Yes,No,No,No,No
15550,Yes,No,DSL,No,No,No,No,No,No
15551,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
15552,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
15553,Yes,No,Fiber optic,No,No,No,Yes,No,No
15554,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
15555,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
15556,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service
15557,No,Yes,DSL,No,No internet service,Yes,No,No,No
15558,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes
15559,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
15560,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes
15561,Yes,No,Fiber optic,No,Yes,No,No,No,No
15562,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes
15563,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service
15564,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No
15565,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
15566,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No
15567,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
15568,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service
15569,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes
15570,Yes,No phone service,DSL,Yes,Yes,No,No,No,No
15571,Yes,No,Fiber optic,No,No,No,No,No,No
15572,Yes,Yes,DSL,No,No,No,No,No,No
15573,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes
15574,Yes,Yes,Fiber optic,No,No,No,No,No,No
15575,Yes,Yes,Fiber optic,No,No,No,No,No,No
15576,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
15577,Yes,No,Fiber optic,No,No,No,No,No,Yes
15578,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No
15579,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes
15580,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes
15581,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes
15582,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
15583,Yes,No,DSL,No,No,No,No,No,Yes
15584,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
15585,Yes,No,DSL,Yes,Yes,No,No,Yes,No
15586,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
15587,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
15588,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service
15589,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
15590,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes
15591,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
15592,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes
15593,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No
15594,Yes,No,DSL,No,No,Yes,No,No,Yes
15595,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes
15596,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
15597,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No internet service
15598,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
15599,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
15600,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,No
15601,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No internet service
15602,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
15603,Yes,Yes,Fiber optic,No,No,No,No,No,No
15604,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
15605,Yes,No,Fiber optic,No,No,No,No,Yes,No
15606,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
15607,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes
15608,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
15609,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes
15610,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No
15611,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes
15612,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service
15613,Yes,No,No,No internet service,Yes,No,Yes,Yes,No
15614,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes
15615,Yes,Yes,No,Yes,No,No,No,Yes,Yes
15616,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No
15617,Yes,No,No,No,Yes,Yes,Yes,Yes,No
15618,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes
15619,Yes,No,Fiber optic,No,No,No,No,Yes,No
15620,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service
15621,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
15622,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
15623,Yes,No,DSL,No,No,No,No,Yes,Yes
15624,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service
15625,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
15626,Yes,No,Fiber optic,No,No,No,No,No,No
15627,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes
15628,Yes,Yes,Fiber optic,No,No,No,No,No,No
15629,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No
15630,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes
15631,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
15632,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service
15633,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes
15634,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes
15635,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes
15636,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
15637,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
15638,No,Yes,No,No,No,No,No,Yes,No
15639,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
15640,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
15641,Yes,No,DSL,Yes,No,Yes,Yes,No,No
15642,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
15643,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No internet service
15644,Yes,No phone service,Fiber optic,No,No,No,No,No,No
15645,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
15646,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service
15647,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
15648,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No
15649,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service
15650,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes
15651,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
15652,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
15653,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes
15654,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
15655,Yes,No,Fiber optic,No,No,No,Yes,No,No
15656,Yes,Yes,DSL,Yes,No,No,No,No,Yes
15657,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service
15658,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service
15659,Yes,No,DSL,No,No,No,No,Yes,No
15660,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
15661,Yes,Yes,Fiber optic,No,No,No,No,No,No
15662,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes
15663,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service
15664,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
15665,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes
15666,Yes,Yes,Fiber optic,No,No,No,No,No,No
15667,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
15668,Yes,No,DSL,No,No,No,Yes,No,No
15669,Yes,Yes,Fiber optic,No,No,No,No,No,No
15670,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes
15671,Yes,No,DSL,Yes,No,No,No internet service,Yes,No
15672,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service
15673,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
15674,Yes,Yes,DSL,No,No internet service,No,No,Yes,No
15675,Yes,Yes,Fiber optic,No,No,No,No,No,No
15676,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes
15677,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
15678,Yes,No phone service,Fiber optic,No,No,No,No,No,No
15679,Yes,Yes,Fiber optic,No,No,No,No,No,No
15680,Yes,No,DSL,No,No,No,No,No,No
15681,Yes,Yes,Fiber optic,No,No,No,No,No,No
15682,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service
15683,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes
15684,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
15685,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
15686,Yes,Yes,Fiber optic,No,No,No,No,No,No
15687,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
15688,Yes,No,No,Yes,Yes,No,No,Yes,Yes
15689,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes
15690,Yes,No,No,No internet service,Yes,Yes,Yes,No,Yes
15691,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service
15692,No,No,DSL,Yes,No,Yes,No,No,Yes
15693,Yes,No,Fiber optic,No,No,No,No,Yes,No
15694,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes
15695,Yes,No,DSL,No,No,No,Yes,Yes,No
15696,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
15697,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service
15698,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service
15699,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
15700,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
15701,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service
15702,No,No,DSL,Yes,No,Yes,No,Yes,No
15703,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes
15704,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
15705,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes
15706,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
15707,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes
15708,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
15709,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes
15710,Yes,Yes,DSL,No,No,Yes,No,No,Yes
15711,Yes,Yes,DSL,No,No,No,No,Yes,Yes
15712,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes
15713,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
15714,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service
15715,Yes,No,Fiber optic,No,No,Yes,No,No,No
15716,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes
15717,Yes,Yes,Fiber optic,No,No,No,No,No,No
15718,Yes,No,Fiber optic,No,No,No,No,No,Yes
15719,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes
15720,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service
15721,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
15722,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
15723,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes
15724,Yes,Yes,Fiber optic,No,No,No,No,No,No
15725,Yes,No,DSL,Yes,No,No,Yes,Yes,No
15726,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No
15727,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes
15728,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
15729,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
15730,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes
15731,Yes,No,DSL,Yes,No,No,Yes,No,Yes
15732,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes
15733,Yes,Yes,DSL,No,No,No,No,No,No
15734,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes
15735,No,No,Fiber optic,No,No,No,No,No,No
15736,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
15737,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes
15738,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service
15739,Yes,Yes,DSL,No,No,Yes,No,Yes,No
15740,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No
15741,Yes,No,Fiber optic,No,No,Yes,No,No,No
15742,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
15743,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
15744,Yes,No,DSL,No,No,Yes,Yes,No,No
15745,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
15746,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Yes
15747,Yes,No,Fiber optic,No,No,No,No,No,No
15748,No,Yes,DSL,No,No,No,No,No,No
15749,Yes,No,Fiber optic,No,No,No,No,No,No
15750,Yes,Yes,DSL,No,Yes,No,No,Yes,No
15751,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
15752,Yes,No,DSL,No,No,Yes,Yes,No,Yes
15753,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
15754,Yes,Yes,Fiber optic,No,No,No,No,No,No
15755,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No
15756,Yes,No,DSL,No,No,Yes,Yes,No,No internet service
15757,Yes,Yes,DSL,No,Yes,No,No,No,No
15758,Yes,Yes,DSL,No,No,Yes,No,No,No
15759,Yes,No,Fiber optic,No,No,No,No,No,No
15760,Yes,No,DSL,No,No internet service,Yes,No,Yes,No
15761,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service
15762,Yes,No phone service,Fiber optic,No,No,No,No,No,No
15763,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
15764,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
15765,Yes,Yes,Fiber optic,No,No,No,No,No,No
15766,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service
15767,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
15768,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
15769,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
15770,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes
15771,Yes,No phone service,Fiber optic,No,No,No,No,No,No
15772,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes
15773,Yes,No,DSL,No,No,No,No,No,No
15774,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service
15775,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service
15776,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
15777,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service
15778,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes
15779,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
15780,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
15781,Yes,No phone service,Fiber optic,No,No,No,No,No,No
15782,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes
15783,Yes,Yes,DSL,No,No,Yes,No,No,No
15784,Yes,No,DSL,Yes,No,No,Yes,No,No
15785,Yes,No phone service,DSL,Yes,No,Yes,No,No,No
15786,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes
15787,Yes,Yes,DSL,No,Yes,No,No,Yes,No
15788,Yes,No phone service,Fiber optic,No,No,No,No,No,No
15789,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
15790,Yes,No,DSL,No,No,No,No,Yes,No
